Company,Country,Industry,Year,Rank,Revenue,Profits,Assets,Employees
Volkswagen,Germany,Motor Vehicles & Parts,2022,8,295819.8,18186.6,601028.4,"672,789"
China State Construction Engineering,China,Engineering & Construction,2022,9,293712.4,4443.8,378351.8,"368,327"
CVS Health,U.S.,Health Care: Pharmacy and Other Services,2022,10,292111.0,7910.0,232999.0,"258,000"
UnitedHealth Group,U.S.,Health Care: Insurance and Managed Care,2022,11,287597.0,17285.0,212206.0,"350,000"
Exxon Mobil,U.S.,Petroleum Refining,2022,12,285640.0,23040.0,338923.0,"63,000"
Toyota Motor,Japan,Motor Vehicles & Parts,2022,13,279337.7,25371.4,557522.2,"372,817"
Berkshire Hathaway,U.S.,Insurance: Property and Casualty (Stock),2022,14,276094.0,89795.0,958784.0,"372,000"
Shell,Britain,Petroleum Refining,2022,15,272657.0,20101.0,404379.0,"82,000"
McKesson,U.S.,Wholesalers: Health Care,2022,16,263966.0,1114.0,63298.0,"66,500"
Alphabet,U.S.,Internet Services and Retailing,2022,17,257637.0,76033.0,359268.0,"156,500"
Samsung Electronics,South Korea,"Electronics, Electrical Equip.",2022,18,244334.9,34293.5,358981.8,"266,673"
Trafigura Group,Singapore,Trading,2022,19,231308.1,3100.0,90065.7,"9,031"
Hon Hai Precision Industry,Taiwan,"Electronics, Electrical Equip.",2022,20,214619.2,4988.3,141043.5,"826,608"
Cencora,U.S.,Wholesalers: Health Care,2022,21,213988.8,1539.9,57337.8,"40,000"
Industrial & Commercial Bank of China,China,Banks: Commercial and Savings,2022,22,209000.4,54003.1,5536969.3,"434,089"
Glencore,Switzerland,"Mining, Crude-Oil Production",2022,23,203751.0,4974.0,127510.0,"81,284"
China Construction Bank,China,Banks: Commercial and Savings,2022,24,200434.0,46898.9,4762831.0,"375,531"
Ping An Insurance,China,"Insurance: Life, Health (Stock)",2022,25,199629.4,15753.9,1596641.4,"355,982"
Costco Wholesale,U.S.,General Merchandisers,2022,26,195929.0,5007.0,59268.0,"288,000"
TotalEnergies,France,Petroleum Refining,2022,27,184634.0,16032.0,293458.0,"101,309"
Agricultural Bank of China,China,Banks: Commercial and Savings,2022,28,181411.7,37390.8,4576306.3,"455,174"
Stellantis,Netherlands,Motor Vehicles & Parts,2022,29,176663.0,16789.1,195297.9,"281,595"
Cigna,U.S.,Health Care: Pharmacy and Other Services,2022,30,174078.0,5365.0,154889.0,"72,963"
Sinochem Holdings,China,Chemicals,2022,31,172260.3,-197.7,241750.2,"220,760"
AT&T,U.S.,Telecommunications,2022,32,168864.0,20081.0,551622.0,"202,600"
Microsoft,U.S.,Computer Software,2022,33,168088.0,61271.0,333779.0,"181,000"
China Railway Engineering Group,China,Engineering & Construction,2022,34,166452.1,1853.2,215913.3,"310,817"
BP,Britain,Petroleum Refining,2022,35,164195.0,7565.0,287272.0,"65,900"
Cardinal Health,U.S.,Wholesalers: Health Care,2022,36,162467.0,611.0,44453.0,"46,827"
Chevron,U.S.,Petroleum Refining,2022,37,162465.0,15625.0,239535.0,"42,595"
Mercedes-Benz Group,Germany,Motor Vehicles & Parts,2022,38,158306.1,27200.8,295427.8,"172,425"
China Railway Construction,China,Engineering & Construction,2022,39,158203.0,1703.8,213451.8,"366,833"
China Life Insurance,China,"Insurance: Life, Health (Stock)",2022,40,157095.3,3087.1,903089.7,"182,646"
Mitsubishi,Japan,Trading,2022,41,153690.0,8345.8,180479.5,"80,728"
Bank of China,China,Banks: Commercial and Savings,2022,42,152409.3,33573.3,4206862.0,"306,322"
Home Depot,U.S.,Specialty Retailers,2022,43,151157.0,16433.0,71876.0,"490,600"
China Baowu Steel Group,China,Metals,2022,44,150730.0,2994.9,175860.5,"230,884"
Walgreens Boots Alliance,U.S.,Food & Drug Stores,2022,45,148579.0,2542.0,81285.0,"258,500"
JD.com,China,Internet Services and Retailing,2022,46,147526.2,-551.8,78164.2,"385,357"
Allianz,Germany,"Insurance: Life, Health (Stock)",2022,47,144516.6,7815.2,1295530.8,"155,411"
AXA,France,"Insurance: Life, Health (Stock)",2022,48,144446.8,8623.9,881733.3,"92,398"
Marathon Petroleum,U.S.,Petroleum Refining,2022,49,141032.0,9738.0,85373.0,"17,700"
Elevance Health,U.S.,Health Care: Insurance and Managed Care,2022,50,138639.0,6104.0,97460.0,"98,200"
Kroger,U.S.,Food & Drug Stores,2022,51,137888.0,1655.0,49086.0,"420,000"
Gazprom,Russia,Energy,2022,52,137731.7,28405.1,360802.0,"468,000"
Ford Motor,U.S.,Motor Vehicles & Parts,2022,53,136341.0,17937.0,257035.0,"183,000"
Verizon Communications,U.S.,Telecommunications,2022,54,133613.0,22065.0,366596.0,"118,400"
Alibaba Group,China,Internet Services and Retailing,2022,55,132935.7,9700.5,267466.9,"254,941"
China Mobile Communications,China,Telecommunications,2022,57,131913.4,14628.9,337922.8,"451,331"
China Minmetals,China,Metals,2022,58,131800.4,616.8,158043.5,"193,965"
BMW Group,Germany,Motor Vehicles & Parts,2022,59,131521.6,14639.6,260972.2,"118,909"
China Communications Construction,China,Engineering & Construction,2022,60,130664.1,1397.3,353172.3,"220,519"
Honda Motor,Japan,Motor Vehicles & Parts,2022,61,129546.9,6294.2,197456.2,"204,035"
Deutsche Telekom,Germany,Telecommunications,2022,62,128630.8,4937.4,320209.9,"216,528"
JPMorgan Chase,U.S.,Banks: Commercial and Savings,2022,63,127202.0,48334.0,3743567.0,"271,025"
General Motors,U.S.,Motor Vehicles & Parts,2022,64,127004.0,10019.0,244718.0,"157,000"
China National Offshore Oil,China,"Mining, Crude-Oil Production",2022,65,126920.1,9183.4,209374.5,"80,957"
Centene,U.S.,Health Care: Insurance and Managed Care,2022,66,125982.0,1347.0,78375.0,"72,500"
SAIC Motor,China,Motor Vehicles & Parts,2022,68,120900.2,3803.4,144349.5,"146,145"
Shandong Energy Group,China,"Mining, Crude-Oil Production",2022,69,120012.3,173.7,118292.0,"243,124"
China Resources,China,Pharmaceuticals,2022,70,119601.2,4544.0,318179.7,"362,706"
Meta Platforms,U.S.,Internet Services and Retailing,2022,71,117929.0,39370.0,165987.0,"71,970"
Assicurazioni Generali,Italy,"Insurance: Life, Health (Stock)",2022,72,117155.0,3366.1,666537.8,"74,621"
Comcast,U.S.,Telecommunications,2022,73,116385.0,14159.0,275905.0,"189,000"
Phillips 66,U.S.,Petroleum Refining,2022,74,114852.0,1317.0,55594.0,"14,000"
Hengli Group,China,Textiles,2022,75,113536.0,2374.5,48073.2,"121,430"
Xiamen C&D,China,Trading,2022,77,111556.5,1114.1,103719.8,"36,334"
Itochu,Japan,Trading,2022,78,109434.3,7302.0,100104.3,"136,722"
China FAW Group,China,Motor Vehicles & Parts,2022,79,109404.7,3600.4,94470.8,"118,648"
Sinopharm,China,Pharmaceuticals,2022,80,108779.3,12164.8,88792.9,"201,092"
China Post Group,China,"Mail, Package, and Freight Delivery",2022,81,108669.0,5983.0,2073125.4,"748,920"
Valero Energy,U.S.,Petroleum Refining,2022,82,108332.0,930.0,57888.0,"9,804"
NTT,Japan,Telecommunications,2022,83,108215.6,10513.9,196542.6,"333,840"
Crédit Agricole,France,Banks: Commercial and Savings,2022,84,107695.2,6909.6,2358086.8,"75,711"
China Energy Investment,China,"Mining, Crude-Oil Production",2022,85,107094.5,5452.1,298735.5,"317,168"
Dell Technologies,U.S.,"Computers, Office Equipment",2022,86,106995.0,5563.0,92735.0,"133,000"
Target,U.S.,General Merchandisers,2022,87,106005.0,6946.0,53811.0,"450,000"
Mitsui,Japan,Trading,2022,88,104664.8,8142.8,122916.5,"44,336"
China Southern Power Grid,China,Utilities,2022,89,104118.8,1304.0,170374.0,"282,006"
Enel,Italy,Utilities,2022,90,104052.4,3770.5,235290.8,"66,279"
COFCO,China,Trading,2022,91,103087.3,1497.9,107997.7,"107,829"
Hyundai Motor,South Korea,Motor Vehicles & Parts,2022,92,102775.0,4318.9,196855.0,"121,403"
Fannie Mae,U.S.,Diversified Financials,2022,93,101543.0,22176.0,4229166.0,"7,400"
Japan Post Holdings,Japan,"Insurance: Life, Health (Stock)",2022,94,100278.1,4466.0,2502652.0,"232,112"
Electricité de France,France,Utilities,2022,95,99861.0,6045.3,410418.3,"163,423"
Huawei Investment & Holding,China,Network and Other Communications Equipment,2022,96,98724.7,17622.7,154747.4,"195,000"
United Parcel Service,U.S.,"Mail, Package, and Freight Delivery",2022,97,97287.0,12890.0,69405.0,"400,945"
Life Insurance Corp. of India,India,"Insurance: Life, Health (Stock)",2022,98,97266.7,553.8,560681.5,"105,738"
DHL Group,Germany,"Mail, Package, and Freight Delivery",2022,99,96652.2,5974.3,72304.1,"548,042"
PowerChina,China,Engineering & Construction,2022,100,96421.7,679.3,180335.7,"181,330"
Lowe's,U.S.,Specialty Retailers,2022,101,96250.0,8442.0,44640.0,"270,000"
CITIC Group,China,Diversified Financials,2022,102,96125.8,4891.2,1386892.9,"148,108"
Nestlé,Switzerland,Food Consumer Products,2022,103,95292.8,18497.7,152769.0,"276,000"
Reliance Industries,India,Petroleum Refining,2022,104,93982.0,8150.7,197654.6,"342,982"
Bank of America,U.S.,Banks: Commercial and Savings,2022,105,93851.0,31978.0,3169495.0,"208,248"
Xiamen ITG Holding Group,China,Trading,2022,106,93791.3,383.3,38712.7,"28,977"
Johnson & Johnson,U.S.,Pharmaceuticals,2022,107,93775.0,20878.0,182018.0,"141,700"
Bosch Group,Germany,Motor Vehicles & Parts,2022,108,93106.4,2382.4,111111.1,"402,614"
BASF,Germany,Chemicals,2022,109,92929.0,6530.0,99354.5,"111,047"
People's Insurance Co. of China,China,Insurance: Property and Casualty (Stock),2022,110,92182.3,3329.4,216756.2,"184,364"
ENI,Italy,Petroleum Refining,2022,111,91951.2,6882.4,156638.8,"32,689"
E.ON,Germany,Energy,2022,112,91462.9,5546.3,136166.0,"69,733"
Hitachi,Japan,"Electronics, Electrical Equip.",2022,113,91374.6,5194.0,114385.2,"368,247"
Equinor,Norway,Petroleum Refining,2022,114,90924.0,8563.0,147120.0,"21,126"
Royal Ahold Delhaize,Netherlands,Food & Drug Stores,2022,115,89385.6,2655.5,51974.5,"259,000"
Sony,Japan,"Electronics, Electrical Equip.",2022,116,88320.5,7853.1,251058.1,"108,900"
SK,South Korea,Petroleum Refining,2022,117,88081.0,1721.7,139160.3,"117,438"
Carrefour,France,Food & Drug Stores,2022,119,87830.8,1267.5,54198.5,"319,565"
Wuchan Zhongda Group,China,Trading,2022,120,87210.7,617.8,20379.0,"21,012"
Tencent Holdings,China,Internet Services and Retailing,2022,121,86835.6,34854.4,253831.6,"112,771"
Dongfeng Motor,China,Motor Vehicles & Parts,2022,122,86122.0,1440.9,86797.7,"141,681"
BNP Paribas,France,Banks: Commercial and Savings,2022,123,85300.6,11218.0,2995362.8,"189,765"
Archer Daniels Midland,U.S.,Food Production,2022,124,85249.0,2709.0,56136.0,"39,979"
Greenland Holding Group,China,Real estate,2022,125,84454.0,957.9,231277.5,"79,999"
Tesco,Britain,Food & Drug Stores,2022,126,84192.2,2031.6,66219.2,"231,223"
COSCO Shipping,China,Shipping,2022,127,84129.5,6420.8,153673.8,"107,551"
Petrobras,Brazil,Petroleum Refining,2022,128,83966.0,19875.0,174348.0,"45,532"
FedEx,U.S.,"Mail, Package, and Freight Delivery",2022,129,83959.0,5231.0,82777.0,"508,650"
Engie,France,Energy,2022,130,83621.7,4328.5,256203.6,"171,474"
China Telecommunications,China,Telecommunications,2022,131,83596.3,1935.0,155817.7,"394,600"
Humana,U.S.,Health Care: Insurance and Managed Care,2022,132,83064.0,2933.0,44358.0,"95,500"
Munich Re Group,Germany,Insurance: Property and Casualty (Stock),2022,133,83051.8,3467.8,355204.5,"39,281"
Wells Fargo,U.S.,Banks: Commercial and Savings,2022,134,82407.0,21548.0,1948068.0,"247,848"
State Farm Insurance,U.S.,Insurance: Property and Casualty (Mutual),2022,135,82224.7,1280.9,325349.3,"53,586"
China North Industries Group,China,Aerospace & Defense,2022,136,81785.2,1741.6,76537.5,"213,957"
Pfizer,U.S.,Pharmaceuticals,2022,137,81288.0,21979.0,181476.0,"79,000"
Aluminum Corp. of China,China,Metals,2022,139,80406.5,1398.9,98305.0,"138,717"
ENEOS Holdings,Japan,Petroleum Refining,2022,140,80132.5,4781.4,79468.1,"41,852"
Citigroup,U.S.,Banks: Commercial and Savings,2022,141,79865.0,21952.0,2291413.0,"221,768"
Indian Oil,India,Petroleum Refining,2022,142,79542.4,3370.4,54120.0,"32,938"
PepsiCo,U.S.,Food Consumer Products,2022,143,79474.0,7618.0,92377.0,"309,000"
Aviation Industry Corp. of China,China,Aerospace & Defense,2022,144,79332.2,855.2,194947.0,"380,000"
Intel,U.S.,Semiconductors and Other Electronic Components,2022,145,79024.0,19868.0,168406.0,"121,100"
Banco Santander,Spain,Banks: Commercial and Savings,2022,146,78689.0,9605.3,1814464.4,"194,479"
Seven & I Holdings,Japan,Specialty Retailers,2022,147,78458.3,1890.0,75888.1,"127,196"
AEON,Japan,Food & Drug Stores,2022,148,78155.3,58.3,101016.7,"288,064"
HSBC Holdings,Britain,Banks: Commercial and Savings,2022,149,77330.0,13917.0,2957939.0,"219,697"
Pacific Construction Group,China,Engineering & Construction,2022,150,77072.9,5594.0,52675.4,"310,719"
U.S. Postal Service,U.S.,"Mail, Package, and Freight Delivery",2022,151,77041.0,-4930.0,46405.0,"584,902"
ArcelorMittal,Luxembourg,Metals,2022,153,76571.0,14956.0,90512.0,"157,909"
Procter & Gamble,U.S.,Household and Personal Products,2022,154,76118.0,14306.0,119307.0,"101,000"
Bank of Communications,China,Banks: Commercial and Savings,2022,155,75986.2,13577.8,1836519.7,"90,238"
Christian Dior,France,Apparel,2022,156,75923.5,5847.8,139118.8,"162,254"
Marubeni,Japan,Trading,2022,157,75742.7,3777.3,67997.6,"49,623"
Brookfield,Canada,Diversified Financials,2022,158,75731.0,3966.0,391003.0,"181,000"
Siemens,Germany,Industrial Machinery,2022,159,75515.6,7362.4,161610.2,"303,000"
XMXYG,China,Trading,2022,160,75094.3,409.5,33034.8,"14,372"
Nissan Motor,Japan,Motor Vehicles & Parts,2022,161,74994.9,1918.7,134844.6,"141,983"
Beijing Automotive Group,China,Motor Vehicles & Parts,2022,162,74687.3,318.0,78755.7,"100,000"
Jinneng Holding Group,China,"Mining, Crude-Oil Production",2022,163,74588.2,-340.9,167062.3,"506,364"
Nippon Life Insurance,Japan,"Insurance: Life, Health (Mutual)",2022,164,74392.2,3086.8,727962.9,"92,737"
General Electric (GE Aerospace),U.S.,Industrial Machinery,2022,165,74196.0,-6520.0,198874.0,"168,000"
Pemex,Mexico,"Mining, Crude-Oil Production",2022,166,73761.2,-14525.7,100303.4,"123,842"
Dai-ichi Life Holdings,Japan,"Insurance: Life, Health (Stock)",2022,167,73082.1,3644.0,542633.7,"62,296"
IBM,U.S.,Information Technology Services,2022,168,72344.0,5743.0,132001.0,"297,800"
Roche Group,Switzerland,Pharmaceuticals,2022,169,72053.9,15242.4,101358.1,"100,920"
Albertsons,U.S.,Food & Drug Stores,2022,170,71887.0,1619.6,28123.0,"195,750"
Lenovo Group,China,"Computers, Office Equipment",2022,171,71618.2,2029.8,44510.4,"75,000"
Toyota Tsusho,Japan,Trading,2022,172,71464.6,1978.3,50598.2,"65,218"
MetLife,U.S.,"Insurance: Life, Health (Stock)",2022,173,71080.0,6554.0,759708.0,"43,000"
China Merchants Bank,China,Banks: Commercial and Savings,2022,174,71063.8,18591.6,1456057.2,"103,669"
Prudential Financial,U.S.,"Insurance: Life, Health (Stock)",2022,175,70934.0,7724.0,937582.0,"40,916"
Jiangxi Copper,China,Metals,2022,176,70914.0,464.6,31144.1,"31,654"
PTT,Thailand,Petroleum Refining,2022,177,70652.2,3389.4,92767.3,"29,765"
China Vanke,China,Real estate,2022,178,70197.6,3491.9,305205.0,"139,494"
Zurich Insurance Group,Switzerland,Insurance: Property and Casualty (Stock),2022,179,69867.0,5202.0,435826.0,"54,914"
Zhejiang Rongsheng Holding Group,China,Chemicals,2022,180,69503.2,1170.6,57388.9,"22,750"
China Poly Group,China,Real estate,2022,181,69006.9,2034.8,273949.9,"110,785"
China Pacific Insurance (Group),China,"Insurance: Life, Health (Stock)",2022,182,68313.3,4160.1,306381.2,"107,000"
Walt Disney,U.S.,Entertainment,2022,183,67418.0,1995.0,203609.0,"171,000"
Energy Transfer,U.S.,Pipelines,2022,184,67417.0,5470.0,105963.0,"12,558"
Lockheed Martin,U.S.,Aerospace & Defense,2022,185,67044.0,6315.0,50873.0,"114,000"
Guangzhou Automobile Industry Group,China,Motor Vehicles & Parts,2022,186,66955.2,607.3,57354.7,"112,113"
LG Electronics,South Korea,"Electronics, Electrical Equip.",2022,187,66861.8,901.6,45002.2,"75,000"
POSCO Holdings,South Korea,Metals,2022,188,66421.3,5773.3,77665.2,"36,619"
HBIS Group,China,Metals,2022,189,66149.7,219.9,80061.5,"116,572"
Oil & Natural Gas,India,"Mining, Crude-Oil Production",2022,190,65961.5,6112.1,77161.7,"38,252"
Freddie Mac,U.S.,Diversified Financials,2022,191,65898.0,12109.0,3025586.0,"7,301"
Wilmar International,Singapore,Food Production,2022,192,65793.6,1890.4,58718.4,"100,000"
Panasonic Holdings,Japan,"Electronics, Electrical Equip.",2022,193,65774.4,2273.0,66086.7,"240,198"
JBS,Brazil,Food Production,2022,194,65036.3,3799.2,37181.0,"250,000"
Goldman Sachs Group,U.S.,Banks: Commercial and Savings,2022,195,64989.0,21635.0,1463988.0,"43,900"
China National Building Material Group,China,"Building Materials, Glass",2022,196,64416.6,603.5,102681.7,"206,910"
RTX,U.S.,Aerospace & Defense,2022,197,64388.0,3864.0,161404.0,"174,000"
Shandong Weiqiao Pioneering Group,China,Textiles,2022,199,63738.6,1758.0,40151.4,"96,782"
Rio Tinto Group,Britain,"Mining, Crude-Oil Production",2022,201,63495.0,21094.0,102896.0,"49,345"
HP,U.S.,"Computers, Office Equipment",2022,202,63487.0,6503.0,38610.0,"51,000"
Boeing,U.S.,Aerospace & Defense,2022,204,62286.0,-4202.0,138552.0,"142,000"
Unilever,Britain,Household and Personal Products,2022,205,62006.3,7151.9,85383.0,"148,044"
Maersk Group,Denmark,Shipping,2022,206,61787.0,17942.0,72271.0,"85,375"
Airbus,Netherlands,Aerospace & Defense,2022,207,61657.5,4981.2,121712.4,"126,495"
Industrial Bank,China,Banks: Commercial and Savings,2022,208,61330.5,12818.0,1354359.0,"62,537"
Shaanxi Coal & Chemical Industry,China,"Mining, Crude-Oil Production",2022,209,61299.0,596.5,104161.1,"130,914"
Morgan Stanley,U.S.,Banks: Commercial and Savings,2022,211,61121.0,15034.0,1188140.0,"74,814"
Kia,South Korea,Motor Vehicles & Parts,2022,212,61049.8,4160.0,56251.2,"51,975"
BHP Group,Australia,"Mining, Crude-Oil Production",2022,213,60817.0,11304.0,108927.0,"34,478"
Nippon Steel,Japan,Metals,2022,214,60612.2,5673.4,72089.2,"115,667"
China Huaneng Group,China,Energy,2022,215,60048.5,681.5,210934.6,"125,365"
Petronas,Malaysia,Energy,2022,216,59873.6,10091.2,152498.6,"46,884"
Ansteel Group,China,Metals,2022,217,59447.7,1140.6,77451.0,"173,597"
Vinci,France,Engineering & Construction,2022,218,59388.6,3070.5,113725.0,"219,299"
Bunge Global,U.S.,Food Production,2022,219,59152.0,2078.0,23819.0,"22,000"
Société Générale,France,Banks: Commercial and Savings,2022,220,59057.5,6669.5,1665078.5,"124,089"
HCA Healthcare,U.S.,Health Care: Medical Facilities,2022,221,58752.0,6956.0,50742.0,"244,000"
Pertamina,Indonesia,Petroleum Refining,2022,223,57508.8,2045.7,78050.7,"34,183"
Sinomach,China,Industrial Machinery,2022,224,57446.0,458.2,57368.6,"132,147"
Taiwan Semiconductor Manufacturing,Taiwan,Semiconductors and Other Electronic Components,2022,225,56836.8,21209.2,134419.5,"65,152"
Shanghai Pudong Development Bank,China,Banks: Commercial and Savings,2022,226,56795.3,8217.1,1280955.4,"63,361"
AbbVie,U.S.,Pharmaceuticals,2022,227,56197.0,11542.0,146529.0,"50,000"
Zhejiang Geely Holding Group,China,Motor Vehicles & Parts,2022,229,55860.1,1471.0,81583.9,"128,928"
Deutsche Bahn,Germany,Railroads,2022,230,55658.3,-1087.7,81685.5,"323,716"
Vale,Brazil,"Mining, Crude-Oil Production",2022,231,55585.0,22445.0,89442.0,"72,266"
Power Corp. of Canada,Canada,"Insurance: Life, Health (Stock)",2022,232,55488.9,2368.4,523982.7,"33,700"
China Electronics Technology Group,China,Aerospace & Defense,2022,233,55457.2,2151.9,85806.3,"202,561"
SoftBank Group,Japan,Telecommunications,2022,234,55383.6,-15204.7,391604.2,"59,721"
Dow,U.S.,Chemicals,2022,235,54968.0,6311.0,62990.0,"35,700"
State Bank of India,India,Banks: Commercial and Savings,2022,236,54643.2,4749.6,706560.1,"244,250"
Renault,France,Motor Vehicles & Parts,2022,237,54639.2,1049.9,129322.4,"156,466"
Tsingshan Holding Group,China,Metals,2022,238,54573.6,2385.9,18129.4,"85,553"
Anheuser-Busch InBev,Belgium,Beverages,2022,239,54304.0,4670.0,217627.0,"169,339"
Mitsubishi UFJ Financial Group,Japan,Banks: Commercial and Savings,2022,240,54087.0,10066.6,3078263.0,"135,042"
Shenghong Holding Group,China,Chemicals,2022,241,53947.5,941.2,27222.5,"35,788"
Tesla,U.S.,Motor Vehicles & Parts,2022,242,53823.0,5519.0,62131.0,"99,290"
China State Shipbuilding,China,Shipping,2022,243,53670.9,2611.2,139158.0,"213,849"
Talanx,Germany,Insurance: Property and Casualty (Stock),2022,244,53420.2,1195.3,224584.8,"23,954"
Midea Group,China,"Electronics, Electrical Equip.",2022,245,53231.5,4429.8,61073.7,"165,799"
Allstate,U.S.,Insurance: Property and Casualty (Stock),2022,246,53228.0,1599.0,99440.0,"54,500"
Vodafone Group,Britain,Telecommunications,2022,247,52931.7,2424.8,170749.3,"96,941"
Novartis,Switzerland,Pharmaceuticals,2022,248,52877.0,24021.0,131795.0,"104,323"
Korea Electric Power,South Korea,Utilities,2022,249,52356.0,-4644.6,177638.3,"48,809"
Idemitsu Kosan,Japan,Petroleum Refining,2022,250,52335.8,2488.1,37897.9,"16,606"
Repsol,Spain,Petroleum Refining,2022,251,52334.8,2954.7,63960.8,"22,923"
Saint-Gobain,France,"Building Materials, Glass",2022,252,52211.8,2980.7,58651.0,"167,816"
Tokio Marine Holdings,Japan,Insurance: Property and Casualty (Stock),2022,253,52198.8,3743.1,224411.9,"43,048"
Bayer,Germany,Pharmaceuticals,2022,254,52118.4,1182.3,136714.0,"99,637"
AIG,U.S.,Insurance: Property and Casualty (Stock),2022,255,52057.0,9388.0,596112.0,"36,600"
Edeka Zentrale,Germany,Wholesalers: Food and Grocery,2022,256,51949.9,414.9,10607.6,"404,900"
Shaanxi Yanchang Petroleum (Group),China,"Mining, Crude-Oil Production",2022,257,51813.4,545.8,73318.3,"129,018"
Best Buy,U.S.,Specialty Retailers,2022,258,51761.0,2454.0,17504.0,"81,375"
Charter Communications,U.S.,Telecommunications,2022,259,51682.0,4654.0,142491.0,"93,700"
State Power Investment,China,Energy,2022,260,51518.2,-184.9,234744.3,"121,470"
Sysco,U.S.,Wholesalers: Food and Grocery,2022,261,51297.8,524.2,21413.5,"57,710"
Merck,U.S.,Pharmaceuticals,2022,262,51216.0,13049.0,105694.0,"67,500"
New York Life Insurance,U.S.,"Insurance: Life, Health (Mutual)",2022,263,51198.5,277.1,379984.6,"14,344"
Zhejiang Hengyi Group,China,Chemicals,2022,264,50974.1,177.5,20085.3,"23,222"
Caterpillar,U.S.,Construction and Farm Machinery,2022,265,50971.0,6489.0,82793.0,"107,700"
Xiaomi,China,"Electronics, Electrical Equip.",2022,266,50898.1,2998.2,46109.5,"33,427"
China United Network Communications,China,Telecommunications,2022,267,50827.6,977.5,93399.7,"242,661"
Accenture,Ireland,Information Technology Services,2022,268,50533.4,5906.8,43175.8,"624,000"
China Energy Engineering Group,China,Engineering & Construction,2022,269,50344.7,600.0,85423.0,"119,574"
Sberbank,Russia,Banks: Commercial and Savings,2022,270,50277.9,16973.3,549135.5,"287,866"
Orange,France,Telecommunications,2022,271,50275.2,275.5,122876.7,"139,698"
Woolworths Group,Australia,Food & Drug Stores,2022,272,50210.5,1547.9,29407.4,"210,067"
China Minsheng Banking,China,Banks: Commercial and Savings,2022,273,50079.2,5330.1,1094564.9,"60,232"
Cisco Systems,U.S.,Network and Other Communications Equipment,2022,274,49818.0,10591.0,97497.0,"79,500"
America Movil,Mexico,Telecommunications,2022,275,49701.9,9489.9,82587.5,"181,205"
Louis Dreyfus,Netherlands,Food Production,2022,276,49569.0,697.0,23626.0,"15,737"
Denso,Japan,Motor Vehicles & Parts,2022,278,49098.6,2349.2,61216.3,"167,950"
Sumitomo,Japan,Trading,2022,279,48916.2,4127.8,78924.0,"74,253"
TJX,U.S.,Specialty Retailers,2022,280,48550.0,3282.8,28461.5,"340,000"
KDDI,Japan,Telecommunications,2022,281,48486.1,5986.4,91297.1,"48,829"
Groupe BPCE,France,Banks: Commercial and Savings,2022,282,48433.1,4732.9,1723715.9,"98,727"
Publix Super Markets,U.S.,Food & Drug Stores,2022,283,48393.9,4412.2,31524.3,"232,000"
ConocoPhillips,U.S.,"Mining, Crude-Oil Production",2022,284,48349.0,8079.0,90661.0,"9,900"
Liberty Mutual Insurance Group,U.S.,Insurance: Property and Casualty (Stock),2022,285,48200.0,3068.0,156043.0,"45,000"
Progressive,U.S.,Insurance: Property and Casualty (Stock),2022,286,47702.0,3350.9,71132.3,"49,077"
Ingka Group,Netherlands,Specialty Retailers,2022,287,47545.8,1887.1,65010.9,"174,225"
Nationwide,U.S.,Insurance: Property and Casualty (Mutual),2022,289,47376.0,1617.2,278412.2,"24,134"
Tokyo Electric Power,Japan,Utilities,2022,290,47268.5,50.2,105868.6,"37,939"
Jiangsu Shagang Group,China,Metals,2022,291,47072.2,2273.5,51137.3,"45,398"
Tyson Foods,U.S.,Food Production,2022,292,47049.0,3047.0,36309.0,"137,000"
EXOR Group,Netherlands,Diversified Financials,2022,293,47010.7,2030.1,103593.2,"74,353"
GSK,Britain,Pharmaceuticals,2022,294,46914.8,6030.4,107129.2,"90,096"
Bharat Petroleum,India,Petroleum Refining,2022,295,46867.3,1568.4,24716.1,"9,193"
Swiss Re,Switzerland,Insurance: Property and Casualty (Stock),2022,296,46739.0,1437.0,181567.0,"13,985"
China National Coal Group,China,"Mining, Crude-Oil Production",2022,297,46664.8,691.3,69828.5,"149,898"
Intesa Sanpaolo,Italy,Banks: Commercial and Savings,2022,298,46583.9,4948.1,1215456.4,"97,698"
Susun Construction Group,China,Engineering & Construction,2022,299,46478.1,1654.3,34469.3,"153,242"
Telefónica,Spain,Telecommunications,2022,300,46438.5,9620.6,124175.2,"104,150"
Bristol-Myers Squibb,U.S.,Pharmaceuticals,2022,301,46385.0,6994.0,109314.0,"32,200"
Zhejiang Communications Investment Group,China,Transportation and Logistics,2022,302,46381.6,897.2,117352.8,"40,776"
Sanofi,France,Pharmaceuticals,2022,303,46317.9,7357.7,136715.2,"95,442"
Iberdrola,Spain,Utilities,2022,304,46245.8,4593.4,161172.0,"38,702"
LyondellBasell Industries,Netherlands,Chemicals,2022,305,46173.0,5610.0,36742.0,"19,100"
Hanwha,South Korea,"Insurance: Life, Health (Stock)",2022,306,46171.2,787.4,170281.9,"53,198"
Royal Bank of Canada,Canada,Banks: Commercial and Savings,2022,307,45981.0,12750.6,1376288.9,"85,301"
Alimentation Couche-Tard,Canada,Specialty Retailers,2022,308,45760.1,2705.5,28394.5,"124,000"
MS&AD Insurance Group Holdings,Japan,Insurance: Property and Casualty (Stock),2022,309,45685.0,2339.4,206192.6,"39,962"
